datetime,power_kW,pv_kW,autoconsommation_kW,injection_kW,soutirage_kW
2023-01-01 00:00:00+00:00,79.35714601877105,0.0,0.0,0.0,79.35714601877105
2023-01-01 01:00:00+00:00,88.69489502877225,0.0,0.0,0.0,88.69489502877225
2023-01-01 02:00:00+00:00,86.95751149850841,0.0,0.0,0.0,86.95751149850841
2023-01-01 03:00:00+00:00,128.1539664195326,0.0,0.0,0.0,128.1539664195326
2023-01-01 04:00:00+00:00,84.11999473593167,0.0,0.0,0.0,84.11999473593167
2023-01-01 05:00:00+00:00,68.72589809609207,0.0,0.0,0.0,68.72589809609207
2023-01-01 06:00:00+00:00,156.59797119917786,0.0,0.0,0.0,156.59797119917786
2023-01-01 07:00:00+00:00,128.7503903906018,0.0,0.0,0.0,128.7503903906018
2023-01-01 08:00:00+00:00,237.6259681884987,13.719077327188756,13.719077327188756,0.0,223.90689086130993
2023-01-01 09:00:00+00:00,323.1355797285795,63.41004174484372,63.41004174484372,0.0,259.72553798373576
2023-01-01 10:00:00+00:00,281.7487970626813,105.96287230307632,105.96287230307632,0.0,175.785924759605
2023-01-01 11:00:00+00:00,282.99313756716475,131.18806521628585,131.18806521628585,0.0,151.8050723508789
2023-01-01 12:00:00+00:00,258.9866813794559,136.1071495743074,136.1071495743074,0.0,122.87953180514847
2023-01-01 13:00:00+00:00,245.205940100222,120.22872013408684,120.22872013408684,0.0,124.97721996613515
2023-01-01 14:00:00+00:00,311.2321989138128,85.22674269640943,85.22674269640943,0.0,226.00545621740338
2023-01-01 15:00:00+00:00,229.60506896212385,36.46656011460657,36.46656011460657,0.0,193.13850884751727
2023-01-01 16:00:00+00:00,218.81024198393663,0.2305727986622469,0.2305727986622469,0.0,218.57966918527438
2023-01-01 17:00:00+00:00,239.09600244310437,0.0,0.0,0.0,239.09600244310437
2023-01-01 18:00:00+00:00,138.50945986779706,0.0,0.0,0.0,138.50945986779706
2023-01-01 19:00:00+00:00,135.83956952611686,0.0,0.0,0.0,135.83956952611686
2023-01-01 20:00:00+00:00,124.09215923190722,0.0,0.0,0.0,124.09215923190722
2023-01-01 21:00:00+00:00,86.35173653220174,0.0,0.0,0.0,86.35173653220174
2023-01-01 22:00:00+00:00,140.91740601106687,0.0,0.0,0.0,140.91740601106687
2023-01-01 23:00:00+00:00,115.11378210478442,0.0,0.0,0.0,115.11378210478442
2023-01-02 00:00:00+00:00,97.34218520645456,0.0,0.0,0.0,97.34218520645456
2023-01-02 01:00:00+00:00,114.52745493219312,0.0,0.0,0.0,114.52745493219312
2023-01-02 02:00:00+00:00,103.81564038174704,0.0,0.0,0.0,103.81564038174704
2023-01-02 03:00:00+00:00,76.73633956971958,0.0,0.0,0.0,76.73633956971958
2023-01-02 04:00:00+00:00,59.4834229219742,0.0,0.0,0.0,59.4834229219742
2023-01-02 05:00:00+00:00,104.76575327664088,0.0,0.0,0.0,104.76575327664088
2023-01-02 06:00:00+00:00,222.62064387153484,0.0,0.0,0.0,222.62064387153484
2023-01-02 07:00:00+00:00,199.00838422094705,0.0,0.0,0.0,199.00838422094705
2023-01-02 08:00:00+00:00,491.66588816791455,13.560571373499004,13.560571373499004,0.0,478.10531679441556
2023-01-02 09:00:00+00:00,475.234703067356,63.2064075358624,63.2064075358624,0.0,412.0282955314936
2023-01-02 10:00:00+00:00,467.4272234268939,105.8679826907738,105.8679826907738,0.0,361.55924073612005
2023-01-02 11:00:00+00:00,458.2278586651686,131.24749181696134,131.24749181696134,0.0,326.98036684820727
2023-01-02 12:00:00+00:00,430.3217367853906,136.3326819539984,136.3326819539984,0.0,293.9890548313922
2023-01-02 13:00:00+00:00,419.8580755957257,120.6139823510746,120.6139823510746,0.0,299.24409324465114
2023-01-02 14:00:00+00:00,466.1452485719377,85.75096266764353,85.75096266764353,0.0,380.3942859042942
2023-01-02 15:00:00+00:00,455.2502849416773,37.06625890588534,37.06625890588534,0.0,418.184026035792
2023-01-02 16:00:00+00:00,430.432597107257,0.303516325326036,0.303516325326036,0.0,430.12908078193095
2023-01-02 17:00:00+00:00,430.8141459045936,0.0,0.0,0.0,430.8141459045936
2023-01-02 18:00:00+00:00,193.781208139636,0.0,0.0,0.0,193.781208139636
2023-01-02 19:00:00+00:00,194.4941632293003,0.0,0.0,0.0,194.4941632293003
2023-01-02 20:00:00+00:00,181.1351569061827,0.0,0.0,0.0,181.1351569061827
2023-01-02 21:00:00+00:00,221.91278976767217,0.0,0.0,0.0,221.91278976767217
2023-01-02 22:00:00+00:00,178.3916833254077,0.0,0.0,0.0,178.3916833254077
2023-01-02 23:00:00+00:00,174.79451355383026,0.0,0.0,0.0,174.79451355383026
2023-01-03 00:00:00+00:00,84.77329385374581,0.0,0.0,0.0,84.77329385374581
2023-01-03 01:00:00+00:00,85.21114293544547,0.0,0.0,0.0,85.21114293544547
